UF;Municipio;Cod. IBGE;Obitos;Feridos;Enfermos;Desalojados;Desabrigados;Desaparecidos;Outros;Total;Ocorrencias;Danos Materiais Totais (R$);Prejuízos Privados;Prejuízos Públicos
MA;Tasso Fragoso;2112001;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
SP;Tatuí;3554003;6;2;1;79;0;20;6;114;6;0,00;0,00;0,00
CE;Tauá;2313302;0;0;110;546;294;0;742168;743118;41;23.972.434,12;820.757.853,33;60.496.295,69
SP;Taubaté;3554102;0;1;1;105;0;0;0;107;4;0,00;0,00;0,00
PB;Tavares;2516607;0;0;0;6;180;0;64996;65182;25;1.840.399,59;102.195.032,79;27.253.985,61
RS;Tavares;4321352;0;0;0;224;0;0;5922;6146;9;379.339,50;52.685.815,63;392.422,55
AM;Tefé;1304203;3;32;1944;44050;10470;0;35197;91696;16;24.148.633,95;18.893.233,14;11.861.028,55
PB;Teixeira;2516706;0;0;0;232;7;0;94208;94447;26;11.697.735,21;49.719.734,75;43.461.629,52
BA;Teixeira de Freitas;2931350;0;0;0;80;0;0;700;780;1;0,00;0,00;0,00
MG;Teixeiras;3168507;0;0;0;26;6;0;8;40;3;1.892.093,54;9.192,72;284.304,55
PR;Teixeira Soares;4127007;0;0;0;185;50;0;6126;6361;12;7.260.297,49;2.513.405,06;1.725.184,70
CE;Tejuçuoca;2313351;2;1;0;141;0;0;131070;131214;26;6.402.389,06;54.425.581,01;5.722.214,46
SP;Tejupá;3554201;0;1;0;0;0;0;2000;2001;4;1.594.005,09;0,00;1.012.072,77
PR;Telêmaco Borba;4127106;0;2;5;2550;77;0;182;2816;5;6.490.762,96;24.553,66;0,00
SE;Telha;2807303;0;0;0;0;0;0;4030;4030;8;0,00;1.139.385,55;0,00
RN;Tenente Ananias;2414100;0;0;0;0;0;0;69900;69900;18;984.870,06;6.951.839,80;14.576.626,82
RN;Tenente Laurentino Cruz;2414159;0;0;0;0;240;0;59573;59813;29;3.259.097,95;29.521.796,45;148.096.942,06
RS;Tenente Portela;4321402;0;0;0;286;10;0;45840;46136;26;7.350.529,43;88.524.248,89;3.448.977,26
PB;Tenório;2516755;0;0;0;108;0;0;22568;22676;25;850.635,82;34.895.933,83;17.061.440,25
BA;Teodoro Sampaio;2931400;0;1;0;255;85;0;7500;7841;3;5.442.152,21;25.408,50;0,00
SP;Teodoro Sampaio;3554300;0;0;0;1;0;0;0;1;2;1.071.046,19;2.853.705,82;36.932,63
BA;Teofilândia;2931509;0;4;0;410;50;0;108876;109340;21;1.600.540,75;37.747.417,90;2.831.851,23
MG;Teófilo Otoni;3168606;12;359;6;12080;6336;17;152219;171029;23;155.264.102,55;47.464.726,38;27.511.963,18
BA;Teolândia;2931608;3;33;5;466;260;0;5700;6467;7;41.303.981,72;2.498.063,75;20.531.523,52
AL;Teotônio Vilela;2709152;0;0;0;0;0;0;68800;68800;10;118.888,41;328.947.429,65;4.585.664,58
MS;Terenos;5008008;0;0;0;0;0;0;0;0;3;2.592.364,71;21.364.271,05;0,00
PI;Teresina;2211001;10;113;27;15065;3887;0;1000467;1019569;14;56.862.098,27;4.464.387,72;5.127.765,49
RJ;Teresópolis;3305802;380;875;0;12573;7086;243;125877;147034;14;1.583.818.539,98;150.035.176,37;267.021.070,26
PE;Terezinha;2615102;0;0;0;24;0;0;41079;41103;22;0,00;50.706.422,67;17.927.336,10
PR;Terra Boa;4127205;0;0;0;0;0;0;0;0;2;0,00;26.083.763,39;0,00
RS;Terra de Areia;4321436;0;2;120;911;308;0;21158;22499;10;1.776.440,10;5.980.048,57;6.374.026,14
PE;Terra Nova;2615201;0;0;91;0;17;0;35813;35921;22;0,00;70.832.435,75;43.651.732,68
BA;Terra Nova;2931707;0;0;0;58;0;0;2520;2578;3;2.517.670,67;2.828.213,32;696.815,13
MT;Terra Nova do Norte;5108055;0;10;0;333;7;0;25824;26174;16;30.583.389,53;12.708.454,39;8.603.133,57
PR;Terra Rica;4127304;0;2;0;180;0;0;5800;5982;5;1.766.039,54;1.907.480,18;2.570.726,98
PR;Terra Roxa;4127403;0;0;0;0;0;0;0;0;5;1.530.494,94;407.987.133,57;0,00
PA;Terra Santa;1507979;0;0;2238;10049;2765;0;19443;34495;11;43.567.026,21;10.188.400,96;5.390.446,41
MT;Tesouro;5108105;0;0;0;0;0;0;1000;1000;7;800.000,00;58.546.817,07;0,00
RS;Teutônia;4321451;0;0;0;0;0;0;0;0;9;0,00;25.412.364,91;119.395,41
CE;Tianguá;2313401;0;0;0;230;40;0;415154;415424;25;11.834.742,62;57.566.329,40;5.300.559,66
PR;Tibagi;4127502;0;0;1;0;0;0;15820;15821;5;1.906.906,18;285.556.017,04;1.894.807,43
RN;Tibau;2411056;0;0;0;0;30;0;13177;13207;17;1.769.442,76;4.349.197,69;2.453.748,74
RN;Tibau do Sul;2414209;0;0;0;0;0;0;7970;7970;4;0,00;1.439.463,84;478.667,86
SP;Tietê;3554508;0;1;0;36;0;0;25036;25073;3;13.964.631,45;5.742.945,57;13.472.390,95
SC;Tigrinhos;4217956;0;0;0;0;0;0;2;2;15;379.478,30;15.755.581,80;1.013.086,60
SC;Tijucas;4218004;0;43;108;2814;39;0;86372;89376;13;29.665.500,53;12.772.073,33;7.187.275,55
PR;Tijucas do Sul;4127601;0;7;85;4530;0;0;1501;6123;6;734.801,83;144.701,27;1.626,14
PE;Timbaúba;2615300;0;0;0;0;0;0;0;0;3;0,00;0,00;0,00
RN;Timbaúba dos Batistas;2414308;0;0;0;0;0;0;17672;17672;17;0,00;2.070.249,21;1.677.220,31
SC;Timbé do Sul;4218103;10;5;40;765;292;6;18182;19300;27;35.541.763,41;61.476.410,75;5.408.729,29
MA;Timbiras;2112100;0;0;224;3188;396;0;15005;18813;6;17.966.396,37;18.699.238,28;258.981,06
SC;Timbó;4218202;2;103;21;14205;1109;0;53144;68584;12;56.043.546,12;21.458.861,93;5.401.424,51
SC;Timbó Grande;4218251;2;0;0;475;162;0;28835;29474;28;30.182.527,43;12.908.150,11;14.092.895,45
SP;Timburi;3554607;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
MA;Timon;2112209;0;30;1018;3255;1924;0;30430;36657;14;25.665.681,16;11.335.012,33;16.729.401,73
MG;Timóteo;3168705;4;7;1;966;937;0;10864;12779;15;56.492.457,77;4.366.035,77;5.831.327,77
RS;Tio Hugo;4321469;0;2;0;46;4;0;1987;2039;12;1.675.706,23;49.510.075,92;5.556.452,77
MG;Tiradentes;3168804;0;0;0;494;1;0;750;1245;4;357.477,33;9.291,80;0,00
RS;Tiradentes do Sul;4321477;0;0;0;809;220;0;9601;10630;15;6.018.476,14;44.770.539,25;5.109.229,55
MG;Tiros;3168903;0;0;0;16;0;0;2500;2516;2;3.322.660,11;0,00;10.365,67
SE;Tobias Barreto;2807402;0;0;0;95;68;0;168841;169004;20;0,00;160.823.627,29;1.657.210,46
TO;Tocantínia;1721109;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
MG;Tocantins;3169000;0;0;0;107;7;0;35;149;4;769.577,75;27.244,56;245.323,65
MG;Tocos do Moji;3169059;0;0;0;0;0;0;1;1;2;11.311,86;4.524.745,80;0,00
PR;Toledo;4127700;0;26;2;735;40;0;5426;6229;9;5.326.721,15;263.894.559,53;44.720.280,80
SE;Tomar do Geru;2807501;0;0;0;0;0;0;16597;16597;8;0,00;14.389.296,68;138.614,30
PR;Tomazina;4127809;0;84;11;446;1046;0;12344;13931;6;14.034.754,25;11.345.839,11;4.344.897,74
MG;Tombos;3169208;0;3;0;535;55;0;8141;8734;5;2.757.120,87;478.292,47;368.063,88
PA;Tomé-Açu;1508001;0;1;0;1301;174;0;0;1476;1;165.129,64;654.000,70;17.054.217,00
AM;Tonantins;1304237;0;4;64;3929;468;0;18197;22662;10;5.617.422,60;14.985.341,14;2.686.866,62
PE;Toritama;2615409;0;0;0;0;0;0;91031;91031;12;0,00;80.956.608,59;20.930.413,07
MT;Torixoréu;5108204;0;0;0;0;0;0;4036;4036;5;9.892.925,65;2.367.791,31;5.853.015,94
RS;Toropi;4321493;0;5;0;28;0;0;7694;7727;8;2.294.721,99;14.928.233,46;458.847,47
SP;Torre de Pedra;3554656;0;1;0;0;0;0;1;2;1;0,00;0,00;0,00
RS;Torres;4321501;0;13;0;605;30;0;1850;2498;9;11.242.413,82;16.382.939,16;3.202.253,77
SP;Torrinha;3554706;0;0;0;0;0;0;1200;1200;1;1.000.000,00;0,00;1.040.000,00
RN;Touros;2414407;0;0;0;647;125;0;99242;100014;33;7.377.945,30;103.192.414,71;8.051.114,52
PE;Tracunhaém;2615508;0;1;9;272;9;0;52;343;3;0,00;0,00;0,00
AL;Traipu;2709202;0;0;2361;181;0;1;157273;159816;28;5.835.376,12;25.443.061,71;2.810.702,17
PA;Trairão;1508050;4;184;1386;582;0;0;52068;54224;12;34.141.306,01;45.048.214,15;2.577.598,40
CE;Trairi;2313500;0;0;0;653;383;0;62627;63663;22;7.838.891,26;136.237.429,05;13.530.279,43
RJ;Trajano de Moraes;3305901;0;8;4;2660;86;0;7679;10437;13;8.689.173,89;7.787.259,52;77.523,96
RS;Tramandaí;4321600;0;115;0;13588;712;0;117022;131437;6;15.410.530,07;6.985.298,02;3.630.797,29
RS;Travesseiro;4321626;0;0;0;218;22;0;2314;2554;7;280.722,91;17.524.570,00;920.155,73
BA;Tremedal;2931806;0;0;0;100;0;0;138721;138821;23;0,00;31.538.209,97;14.551.157,15
SP;Tremembé;3554805;2;2;1;0;0;2;0;7;4;0,00;0,00;0,00
RS;Três Arroios;4321634;0;0;0;2;0;0;10984;10986;18;4.943.430,24;38.041.739,37;2.070.010,16
SC;Três Barras;4218301;2;4;352;3912;5604;0;33369;43243;31;18.771.472,09;44.186.159,40;8.550.343,35
PR;Três Barras do Paraná;4127858;0;0;0;1642;64;0;4356;6062;4;4.977.927,61;39.508.705,53;2.858.823,19
RS;Três Cachoeiras;4321667;0;14;0;373;2;0;15726;16115;8;4.050.945,26;13.600.057,43;1.187.913,04
MG;Três Corações;3169307;1;1;468;1758;1338;0;5548;9114;14;6.606.097,54;148.419.714,09;1.255.338,93
RS;Três Coroas;4321709;2;8;0;5164;92;0;37315;42581;6;2.500,00;12.032.901,95;4.406.104,97
RS;Três de Maio;4321808;1;4;0;1319;52;0;36107;37483;20;508.243,19;135.264.030,46;9.724.075,97
RS;Três Forquilhas;4321832;0;1;0;1731;37;0;5992;7761;12;8.385.785,38;13.752.097,16;1.180.215,16
MS;Três Lagoas;5008305;1;23;10;1120;160;0;660;1974;16;0,00;181.622.413,22;0,00
MG;Três Marias;3169356;0;0;0;1305;322;0;8740;10367;4;3.091.971,23;10.217.748,32;1.963.409,21
RS;Três Palmeiras;4321857;0;0;0;55;0;0;10187;10242;23;20.937.880,54;62.007.459,25;2.079.714,22
RS;Três Passos;4321907;0;0;0;802;98;0;50546;51446;17;38.771.717,75;124.857.970,23;7.523.390,47
MG;Três Pontas;3169406;0;0;0;15;0;0;0;15;2;932.903,10;16.493.829,82;33.502,03
RJ;Três Rios;3306008;0;38;26;4038;506;0;63363;67971;13;12.173.836,36;202.739,92;2.514.291,19
SC;Treviso;4218350;0;0;10;0;0;0;4347;4357;6;3.005.709,21;633.015,65;559.511,44
SC;Treze de Maio;4218400;0;0;0;101;86;0;300;487;5;1.201.578,76;8.605.393,23;741.122,09
SC;Treze Tílias;4218509;0;0;0;0;0;0;0;0;9;1.381.290,48;26.743.930,63;2.272.627,05
PE;Trindade;2615607;1;14;0;250;370;0;45596;46231;23;0,00;118.431.265,87;12.629.443,63
GO;Trindade;5221403;0;0;0;43;6;0;45;94;3;12.492.669,38;0,00;2.001.478,56
RS;Trindade do Sul;4321956;2;49;20;35;500;0;11188;11794;26;6.106.490,99;88.023.656,58;2.000.216,79
PB;Triunfo;2516805;0;0;0;143;8;0;72224;72375;27;2.264.142,63;43.582.725,87;37.194.847,64
PE;Triunfo;2615706;0;0;0;186;31;0;83008;83225;17;0,00;61.122.273,66;15.398.863,29
RS;Triunfo;4322004;0;0;0;966;21;0;7984;8971;13;16.974.895,90;29.950.207,64;410.697,44
RN;Triunfo Potiguar;2414456;0;0;0;0;0;0;19638;19638;15;779.066,96;6.815.533,17;2.190.878,22
MA;Trizidela do Vale;2112233;3;83;2927;11451;7952;0;1194;23610;9;26.022.360,29;2.074.229,38;7.368.698,84
GO;Trombas;5221452;0;0;0;0;0;0;0;0;2;1.991.579,64;0,00;0,00
SC;Trombudo Central;4218608;0;0;0;1930;514;0;17683;20127;10;1.660.315,52;9.436.946,91;496.247,13
SC;Tubarão;4218707;1;835;1;5069;1666;0;186246;193818;17;37.301.379,04;117.195.795,84;13.151.134,67
BA;Tucano;2931905;0;0;0;0;0;0;491480;491480;22;0,00;86.976.905,65;4.924.172,80
PA;Tucumã;1508084;0;0;570;176;139;0;16006;16891;7;18.268.214,53;13.676.956,68;15.760.812,81
RS;Tucunduva;4322103;0;7;0;50;10;0;5907;5974;15;8.099.009,96;72.068.692,27;1.880.060,10
PA;Tucuruí;1508100;1;13;5;5038;3007;0;94131;102195;15;13.392.937,32;1.148.279,38;7.994.786,30
MA;Tufilândia;2112274;0;0;20;1556;286;0;8409;10271;5;17.522.132,30;742.943,74;25.266,60
SP;Tuiuti;3554953;0;0;0;50;0;0;0;50;1;0,00;0,00;0,00
MG;Tumiritinga;3169505;0;5;0;554;184;0;6536;7279;11;6.950.271,90;7.841.847,54;2.413.119,44
SC;Tunápolis;4218756;0;0;20;0;0;0;0;20;11;879.432,63;33.698.613,69;350.630,17
RS;Tunas;4322152;0;0;0;0;0;0;3227;3227;19;9.874.349,27;39.719.295,83;2.933.161,33
PR;Tunas do Paraná;4127882;0;0;0;300;1350;0;600;2250;3;0,00;0,00;0,00
PR;Tuneiras do Oeste;4127908;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
MA;Tuntum;2112308;0;20;15;1878;123;0;6;2042;4;21.917.612,74;13.834.410,29;73.527,12
SP;Tupã;3555000;0;1;0;12;0;0;3500;3513;7;11.454.033,29;0,00;7.889.349,10
MG;Tupaciguara;3169604;0;8;0;1072;9;0;12000;13089;1;5.314.691,02;23.943,44;233.778,53
PE;Tupanatinga;2615805;0;2;0;166;36;0;126107;126311;24;0,00;173.190.444,87;13.788.291,55
RS;Tupanci do Sul;4322186;0;0;0;0;0;0;0;0;11;11.051.760,63;16.507.669,17;81.769,65
RS;Tupanciretã;4322202;0;0;0;1007;4;0;22804;23815;19;5.531.023,96;330.560.256,29;3.119.155,28
RS;Tupandi;4322251;0;0;0;15;0;0;0;15;4;656.941,29;47.092,15;126.115,08
RS;Tuparendi;4322301;0;0;0;0;4;0;12357;12361;20;4.373.598,83;80.275.323,76;4.517.601,22
PE;Tuparetama;2615904;0;0;0;0;0;0;20299;20299;20;0,00;33.892.294,55;15.704.607,37
PR;Tupãssi;4127957;0;0;0;450;0;0;0;450;4;62.688.467,74;31.893.976,41;78.155,54
SP;Tupi Paulista;3555109;0;1;2;140;100;0;0;243;4;1.131.513,05;1.148.812,01;42.431,73
TO;Tupiratins;1721307;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
MA;Turiaçu;2112407;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
MA;Turilândia;2112456;1;13;296;2458;1732;108;5265;9873;2;8.151.777,98;250.000,00;1.660.989,83
SP;Turiúba;3555208;0;0;0;12;0;0;0;12;1;0,00;0,00;0,00
MG;Turmalina;3169703;0;0;10;25;0;0;27475;27510;22;166.243,03;51.634.588,04;27.106.876,71
RS;Turuçu;4322327;0;0;0;572;310;0;4380;5262;9;20.371.095,05;24.656.607,90;4.398.373,30
CE;Tururu;2313559;0;0;1356;0;0;0;23534;24890;10;0,00;18.553.012,69;935.579,94
SC;Turvo;4218806;0;50;30;1484;314;0;32809;34687;17;27.666.687,96;25.437.425,52;4.462.467,76
PR;Turvo;4127965;0;0;0;0;70;0;9500;9570;2;2.136.297,58;455.015,33;1.545.071,96
MA;Tutóia;2112506;0;65;450;42;168;0;325;1050;3;1.493.000,00;4.593.415,07;172.778,15
AM;Uarini;1304260;4;82;2460;8545;4949;2;7459;23501;15;38.777.389,81;49.147.465,10;15.443.423,72
BA;Uauá;2932002;0;0;7986;40;0;0;141065;149091;27;3.559.880,52;113.341.105,69;29.429.568,53
MG;Ubá;3169901;0;39;2;3660;419;0;297219;301339;12;139.698.391,96;11.969.730,43;15.042.796,13
MG;Ubaí;3170008;1;1;0;311;194;0;79100;79607;36;32.373.674,32;142.071.293,50;10.118.153,37
BA;Ubaíra;2932101;0;0;0;137;0;0;25290;25427;4;2.637.549,74;9.208.329,95;564.738,58
BA;Ubaitaba;2932200;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
CE;Ubajara;2313609;0;0;0;35;0;0;28775;28810;13;11.042.253,19;69.013.925,83;5.793.396,98
MG;Ubaporanga;3170057;1;1;4;283;11;0;65;365;5;1.488.509,40;43.381,00;1.266.514,07
BA;Ubatã;2932309;0;0;0;0;0;0;0;0;3;0,00;0,00;0,00
SP;Ubatuba;3555406;4;12;3;1345;665;17;487;2533;14;20.804.197,34;2.293.399,98;1.277.953,52
MG;Uberaba;3170107;0;1;1500;200;216;0;0;1917;5;4.869.767,33;28.822.066,90;13.323.536,41
MG;Uberlândia;3170206;2;2;0;63;1;0;12;80;6;13.738.968,04;0,00;2.954.468,42
PR;Ubiratã;4128005;0;0;0;0;1000;0;0;1000;3;0,00;80.326.064,72;0,00
RS;Ubiretama;4322343;0;0;0;0;0;0;1000;1000;11;195.388,76;44.316.686,52;249.767,21
BA;Uibaí;2932408;0;0;0;0;0;0;89075;89075;18;0,00;76.484.900,94;4.709,08
RR;Uiramutã;1400704;2;137;672;1543;548;0;16269;19171;10;34.128.593,11;5.157.135,18;14.402.195,56
GO;Uirapuru;5221577;0;0;0;0;0;1;0;1;1;0,00;0,00;0,00
PB;Uiraúna;2516904;0;0;0;185;0;0;120090;120275;28;7.167.639,25;44.462.953,55;39.175.973,38
CE;Umari;2313708;0;0;0;0;0;0;89355;89355;27;0,00;19.691.389,09;5.672.742,96
RN;Umarizal;2414506;0;0;0;315;35;0;39624;39974;27;1.809.046,35;17.018.835,82;4.701.484,28
SE;Umbaúba;2807600;0;0;0;0;0;0;0;0;2;0,00;0,00;0,00
BA;Umburanas;2932457;0;0;0;0;0;0;88020;88020;18;0,00;51.154.280,65;820.314,31
MG;Umburatiba;3170305;0;1;0;250;40;0;3400;3691;10;440.838,09;235.653,27;904.135,40
PB;Umbuzeiro;2517001;0;0;0;0;60;0;50558;50618;27;471.126,86;71.015.620,72;27.200.816,41
CE;Umirim;2313757;0;0;17300;0;0;0;64861;82161;22;101.756,26;38.144.512,94;16.970.318,61
PR;Umuarama;4128104;0;0;0;179;28;0;157184;157391;15;17.778.899,99;93.858.934,81;14.764.649,20
BA;Una;2932507;0;8;8;183;52;0;8466;8717;3;1.827.847,26;82.320,57;25.216,48
MG;Unaí;3170404;1;36;0;4515;1625;0;39086;45263;4;11.791.589,78;5.519.292,54;5.394.443,02
PI;União;2211100;0;0;52;991;253;0;13690;14986;13;17.722.180,31;9.918.397,40;3.235.981,16
RS;União da Serra;4322350;0;0;0;0;0;0;914;914;10;2.813.204,90;12.091.608,53;1.729.166,46
PR;União da Vitória;4128203;1;80;9;20487;8203;2;63906;92688;15;136.241.591,49;86.828.804,75;71.251.265,50
MG;União de Minas;3170438;1;0;0;0;0;0;0;1;4;16.441.751,57;99.257,27;10.116.029,74
SC;União do Oeste;4218855;0;0;0;0;0;0;4937;4937;14;2.029.836,70;30.016.975,05;1.355.359,76
AL;União dos Palmares;2709301;9;212;220;2667;9453;500;118086;131147;10;361.542.209,69;253.664.662,16;17.042.225,29
MT;União do Sul;5108303;0;0;0;0;0;0;0;0;3;1.135.189,75;0,00;0,00
PR;Uniflor;4128302;0;3;0;8;0;0;0;11;1;0,00;0,00;0,00
RS;Unistalda;4322376;0;0;0;428;96;0;2901;3425;15;1.003.773,91;47.407.690,81;3.440.083,37
RN;Upanema;2414605;0;0;353;6;0;1;70383;70743;18;1.742.027,12;14.823.807,20;3.753.245,18
PR;Uraí;4128401;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
BA;Urandi;2932606;0;0;0;0;0;0;116940;116940;19;0,00;77.938.328,69;1.395.329,02
SP;Urânia;3555802;0;0;0;0;8;0;0;8;1;908.151,80;0,00;1.203.301,13
MA;Urbano Santos;2112605;0;0;0;0;0;0;7199;7199;2;0,00;5.079.079,25;0,00
SP;Uru;3555901;0;0;0;0;0;0;856;856;2;3.191.890,67;0,00;1.202.162,56
GO;Uruaçu;5221601;0;0;0;2106;0;0;26563;28669;1;0,00;0,00;0,00
MG;Uruana de Minas;3170479;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
PA;Uruará;1508159;0;0;1105;1704;228;0;138476;141513;13;32.763.413,18;23.419.293,49;7.055.245,37
SC;Urubici;4218905;0;32;564;2382;176;0;14188;17342;18;9.471.191,88;85.769.053,71;73.203,55
CE;Uruburetama;2313807;0;0;0;675;18;0;11759;12452;8;2.441.081,50;14.620.293,70;710.580,43
MG;Urucânia;3170503;2;0;0;140;79;2;239;462;7;5.114.017,31;18.133.767,49;326.680,21
AM;Urucará;1304302;0;0;0;3999;1495;0;335;5829;9;18.264.087,13;5.531.916,69;5.046.386,73
BA;Uruçuca;2932705;0;0;0;0;0;0;25987;25987;6;0,00;0,00;0,00
PI;Uruçuí;2211209;0;0;0;317;1285;0;51751;53353;13;1.489.300,30;435.568.963,72;3.462.943,69
MG;Urucuia;3170529;0;83;9;236;226;0;79408;79962;31;13.338.433,46;261.878.213,92;18.335.836,20
AM;Urucurituba;1304401;1;35;1526;13671;2766;0;6966;24965;13;32.013.768,21;6.246.715,46;6.248.786,50
RS;Uruguaiana;4322400;0;0;15;24783;1759;0;241453;268010;18;85.477.086,38;331.082.425,82;56.673.836,60
CE;Uruoca;2313906;0;1;11;107;73;0;71162;71354;21;5.413.671,24;30.207.591,62;39.864.141,31
SC;Urupema;4218954;0;0;0;0;0;0;0;0;15;3.711.882,64;37.761.296,64;2.043.819,95
SP;Urupês;3556008;0;1;0;168;0;0;0;169;2;0,00;0,00;0,00
SC;Urussanga;4219002;1;5;0;528;44;0;4919;5497;8;8.591.163,52;860.397,82;4.727.565,81
GO;Urutaí;5221809;0;0;0;0;0;0;110;110;1;0,00;0,00;26.923,98
BA;Utinga;2932804;0;3;0;350;0;0;120449;120802;25;2.649.947,03;55.572.803,49;3.109.892,31
RS;Vacaria;4322509;0;2;0;146;10;0;3618;3776;12;1.111.426,85;483.545.374,59;94.584,47
MT;Vale de São Domingos;5108352;0;0;0;5;5;0;3389;3399;5;9.061.269,92;93.688,57;233.390,11
RO;Vale do Anari;1101757;0;0;0;20;4;0;5000;5024;1;0,00;0,00;0,00
RO;Vale do Paraíso;1101807;0;0;0;0;0;0;0;0;1;2.257.711,57;82.684,03;1.699.178,74
RS;Vale do Sol;4322533;0;0;0;132;0;0;17300;17432;14;7.126.178,70;150.473.808,04;1.307.626,11
RJ;Valença;3306107;8;4;49;347;95;0;474;977;20;6.609.137,40;15.371.135,02;725.005,52
BA;Valença;2932903;0;130;9;13373;145;0;17746;31403;6;35.227.305,67;1.065.963,71;6.321.279,58
PI;Valença do Piauí;2211308;0;0;0;274;0;0;75763;76037;23;4.931.304,68;29.238.980,48;5.103.892,56
BA;Valente;2933000;0;5;575;0;240;0;137698;138518;22;892.055,66;209.354.803,45;6.320.238,21
SP;Valentim Gentil;3556107;0;0;0;161;55;0;26740;26956;9;13.036.416,20;5.375.134,06;9.876.138,51
RS;Vale Real;4322541;0;2;0;70;5;0;267;344;4;213.032,49;390.520,30;180.727,17
RS;Vale Verde;4322525;0;0;0;17;21;0;122;160;8;4.572.469,30;22.213.376,30;298.388,69
SP;Valinhos;3556206;2;94;0;173;0;0;2;271;5;0,00;0,00;0,00
SP;Valparaíso;3556305;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
GO;Valparaíso de Goiás;5221858;0;0;0;1;0;0;291;292;2;259.192,72;0,00;21.252,00
RS;Vanini;4322558;0;1;0;192;0;0;2664;2857;15;2.102.681,26;10.859.611,33;3.183.941,67
SC;Vargeão;4219101;0;0;0;50;4;0;4368;4422;18;1.731.977,19;53.734.034,97;843.536,82
SC;Vargem;4219150;0;0;25;1503;241;0;8461;10230;22;11.418.943,39;103.002.459,18;13.825.125,93
MG;Vargem Alegre;3170578;0;0;0;126;8;0;172;306;5;1.759.534,84;54.289,04;28.464,42
ES;Vargem Alta;3205036;0;0;0;2150;360;0;86063;88573;21;17.834.020,49;18.863.056,93;7.794.584,45
SC;Vargem Bonita;4219176;0;0;0;56;0;0;5065;5121;9;1.287.518,75;11.686.017,32;408.025,87
MA;Vargem Grande;2112704;0;0;0;1656;953;0;43728;46337;7;22.592.018,87;24.874.014,84;3.740.802,22
MG;Vargem Grande do Rio Pardo;3170651;0;0;198;0;0;0;20528;20726;32;1.407.561,29;32.128.926,73;21.249.137,21
SP;Vargem Grande do Sul;3556404;5;1;0;0;0;0;0;6;1;0,00;0,00;0,00
SP;Vargem Grande Paulista;3556453;0;3;0;504;12;0;0;519;5;804.012,38;10.337.302,03;1.493.165,85
MG;Varginha;3170701;0;0;0;0;0;0;0;0;1;1.089.782,15;0,00;0,00
MG;Varjão de Minas;3170750;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
CE;Varjota;2313955;0;0;0;10;14;0;33561;33585;17;1.472.804,75;20.023.858,82;3.605.164,33
RJ;Varre-Sai;3306156;0;0;0;418;4;0;10167;10589;12;7.202.398,83;23.533.001,95;252.088,95
PB;Várzea;2517100;0;0;98;330;166;0;20061;20655;26;4.139.021,83;31.900.239,85;12.087.940,40
RN;Várzea;2414704;0;0;32;944;340;0;19207;20523;27;5.763.240,58;14.154.465,98;4.011.349,66
CE;Várzea Alegre;2314003;0;0;0;50;0;0;232338;232388;20;5.907.221,80;190.123.175,42;5.172.725,07
PI;Várzea Branca;2211357;0;0;0;0;0;0;46371;46371;26;118.828,14;27.426.382,23;19.762.980,55
MG;Várzea da Palma;3170800;0;0;0;180;559;0;70555;71294;33;4.925.091,68;280.278.526,90;7.756.684,12
BA;Várzea da Roça;2933059;0;0;0;0;0;0;97338;97338;19;0,00;46.364.644,37;0,00
BA;Várzea do Poço;2933109;0;0;0;0;0;0;53984;53984;16;0,00;383.393.025,92;224.469,58
MT;Várzea Grande;5108402;1;3;0;82;520;0;255287;255893;21;28.542.333,64;28.835,41;28.559.634,89
PI;Várzea Grande;2211407;0;3;0;0;6;0;4375;4384;13;120.996,06;16.181.344,70;3.752.221,95
BA;Várzea Nova;2933158;0;0;0;30;160;0;83985;84175;19;528.602,81;345.206.298,86;576.708,27
SP;Várzea Paulista;3556503;6;5;1;298;48;18;2;378;16;0,00;408.848,24;0,00
BA;Varzedo;2933174;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
MG;Varzelândia;3170909;0;14;0;910;37;0;125311;126272;29;123.735,69;249.023.418,26;6.740.265,31
MG;Vazante;3171006;0;0;0;0;0;0;0;0;3;0,00;0,00;0,00
RS;Venâncio Aires;4322608;2;13;5;13191;2356;0;19980;35547;23;41.950.489,39;190.788.285,98;6.299.285,89
ES;Venda Nova do Imigrante;3205069;0;0;0;0;0;0;40936;40936;7;243.287,91;17.321.693,46;243.287,91
RN;Venha-Ver;2414753;1;0;20;53;7;0;20802;20883;17;2.330.354,31;11.715.985,68;4.890.880,43
PR;Ventania;4128534;0;0;0;930;719;0;4181;5830;7;1.538.722,41;27.742.402,74;666.181,69
PE;Venturosa;2616001;2;0;0;0;100;0;76729;76831;19;0,00;97.803.889,25;104.454.901,72
